,game_id,away_score,home_score,total,total_line,result,spread_line,ewma_dynamic_window_rushing_offense_home,ewma_dynamic_window_passing_offense_home,ewma_dynamic_window_rushing_defense_home,ewma_dynamic_window_passing_defense_home,ewma_dynamic_window_rushing_offense_away,ewma_dynamic_window_passing_offense_away,ewma_dynamic_window_rushing_defense_away,ewma_dynamic_window_passing_defense_away,home_spread_hit,over_hit,home_team_win
22,2000_02_CAR_SF,38,22,60,48.0,-16,-3.0,0.0250437730768745,0.0929888866291695,-0.1511156954238283,0.273671709586312,-0.1534936167088167,0.1334604109805221,0.0453731793006214,0.0288187912671995,0,0,0
23,2000_02_DAL_ARI,31,32,63,38.5,1,3.0,-0.1539196716809565,-0.1364095162604151,0.1010921407671786,0.0924414503837472,0.005805170848592,-0.1207861809330005,-0.0118871667559972,-0.0214548195905282,0,0,1
24,2000_02_NE_NYJ,19,20,39,39.5,1,6.5,-0.1080801126879006,0.1604245066659902,-0.1580040501190603,-0.0593663401778747,-0.2084389264163686,-0.2299937074083916,-0.0901225010914509,-0.0707201880198226,0,0,1
25,2000_03_ATL_CAR,15,10,25,48.5,-5,6.0,-0.132235816470564,0.2415825248228232,0.0510863991218952,0.0177877718755749,-0.2844070648423734,0.040989603825848,-0.0072746187647979,0.1563560459926123,0,0,0
26,2000_03_PIT_CLE,20,23,43,35.5,3,-2.5,-0.0769825964370978,0.0374410174971638,0.1083019565355088,0.1279901489435981,-0.1893822510537279,-0.1352486210927561,-0.0593919641171565,0.0184833428997085,1,0,1
27,2000_03_TB_DET,31,10,41,34.5,-21,-3.0,-0.2421962259821579,-0.1745415830124948,-0.1104261695890149,-0.1074919368175991,-0.1044420497989309,-0.0924697098608382,-0.1616873462661115,-0.3523365477908124,0,0,0
28,2000_03_PHI_GB,3,6,9,42.5,3,4.0,-0.2054787193166893,0.0228529288759206,-0.1937962875496169,0.1412147428912414,-0.0400949801803698,-0.1523514419893679,-0.0811705553325444,-0.0564038401346525,0,0,1
29,2000_03_CIN_JAX,0,13,13,41.0,13,13.0,-0.1120659477229727,0.1806145203243214,-0.1117934243602693,-0.1009127464681187,0.0508877663018177,-0.1090312072634334,-0.1734929038323237,0.1983113618203758,99,0,1
30,2000_03_BUF_NYJ,14,27,41,38.5,13,1.0,-0.2098476903596144,0.1593664828252796,-0.1584431385512936,-0.0299339379549323,-0.1598401184027461,0.0888287942681999,-0.2036193116383599,-0.2157049277011478,1,0,1
31,2000_03_NYG_CHI,14,7,21,42.0,-7,2.0,-0.0619489349021134,-0.2125154242497055,0.0268481858854651,0.0995366033080335,-0.0450382917938049,0.1405777335661498,-0.1306602512035626,0.1037908040039999,0,0,0
32,2000_03_MIN_NE,21,13,34,42.5,-8,1.5,-0.1994536178309502,-0.1686774151293358,-0.1952456865012719,-0.0285858907690417,-0.0176408346303429,0.1117579920241516,-0.1460372263121761,0.0781755631923278,0,0,0
33,2000_03_NO_SEA,10,20,30,40.0,10,6.0,-0.202256983752822,-0.1217590120575278,-0.0558821286882549,0.0679099474097519,-0.2136459217359154,-0.1507339583274798,-0.0876407322652493,-0.0721962057435288,1,0,1
34,2000_03_BAL_MIA,6,19,25,34.5,13,-1.5,-0.2817271454520908,-0.1491623331104682,-0.1703992709417945,-0.0546640359680351,-0.0725702726238501,-0.0321351252421625,-0.3340952329558271,-0.1211334549600011,1,0,1
35,2000_03_DAL_WAS,27,21,48,44.0,-6,10.5,-0.0408288854430342,-0.0359122629628316,-0.1308732092628164,-0.1354827418781809,-0.0075417217134852,-0.0456268514270896,-0.0611303458599045,0.086461797249788,0,0,0
36,2000_04_CIN_BAL,0,37,37,38.0,37,11.5,-0.0388855461840625,-0.0735602829359861,-0.2968522786065112,-0.0397403863680482,0.027074251344692,-0.1644842944079185,-0.220799036434183,0.1409437665924281,1,0,1
37,2000_04_DET_CHI,21,14,35,37.5,-7,1.0,-0.1655480637115615,-0.1823102947249745,0.0097841501906509,0.1313795396184805,-0.2917798961746118,-0.1604110893907274,-0.0955139871948414,-0.0138511771031021,0,0,0
38,2000_04_SF_DAL,41,24,65,47.0,-17,6.5,0.0009302596112406,-0.0211732845434018,-0.0323036721313767,0.0380293126226207,0.0424971313838782,0.0675423557522398,-0.0617261954365956,0.3399227591253463,0,0,0
39,2000_04_NE_MIA,3,10,13,34.5,7,4.5,-0.2546101180630191,-0.0636053462545022,-0.119077972319052,-0.0914181621823859,-0.1562411000870561,-0.1611828869154623,-0.1564819046859333,0.001558908631324,1,0,1
40,2000_04_PHI_NO,21,7,28,38.0,-14,1.5,-0.1932558978541338,-0.1143519521459197,-0.0530397437833324,-0.0322073257646198,-0.0641264729272166,-0.1763874100309754,-0.1107861738110047,-0.0827399618427278,0,0,0
41,2000_04_TEN_PIT,23,20,43,36.0,-3,-7.0,-0.1015392290941047,-0.1491532238440668,-0.1077212937994295,0.0749661334224307,-0.0794546243482841,-0.1248247642971768,-0.2915864418114242,0.049345738906572,1,0,0
42,2000_04_GB_ARI,29,3,32,42.0,-26,1.0,-0.1768706817993423,-0.0064677677118863,0.069872339393726,0.1281356319786025,-0.2119823676782757,-0.0182189914975262,-0.1892508959713475,0.0625975416077793,0,0,0
43,2000_04_KC_DEN,23,22,45,43.0,-1,7.0,-0.0616409703064057,0.1538745158541758,-0.1432372589398563,-0.0985061832148177,-0.1662066195674679,0.0772622538092417,-0.1871947765673424,-0.0360376353013457,0,0,0
44,2000_04_NYJ_TB,21,17,38,36.0,-4,7.0,-0.0906839509129779,-0.0019135522193244,-0.2259633134206567,-0.3054416769466004,-0.2007197963748111,0.1314801310411732,-0.15192778793085,0.0057892106096247,0,0,0
45,2000_04_WAS_NYG,16,6,22,42.0,-10,1.0,-0.0487368487406382,0.1647901060770278,-0.2214842424986901,0.0751867623457895,-0.0158449211489398,-0.0615994734659125,-0.0996690431928534,-0.0945281062053773,0,0,0
46,2000_04_JAX_IND,14,43,57,45.0,29,3.5,-0.0502217420135927,0.097838711467122,-0.0414471526692689,0.1457931531197595,-0.1701219565021027,0.1272237917030432,-0.1052895092720695,-0.1571768270367827,1,0,1
47,2000_05_IND_BUF,18,16,34,44.0,-2,1.5,-0.1530927434577881,0.1024152118042209,-0.1956820230883539,-0.1740273574653906,-0.0683748479669133,0.2090151615683757,-0.044076839053745,0.0803856391200121,0,0,0
48,2000_05_DAL_CAR,16,13,29,47.5,-3,6.5,-0.1557723439750137,0.1402199537518506,-0.0284627900337494,-0.022696816773047,0.080107354392139,-0.0437752705389943,0.0040958537269181,0.1536200765982091,0,0,0
49,2000_05_BAL_CLE,12,0,12,37.0,-12,-8.5,-0.1107206722453113,-0.003330577911127,0.0975024670153334,0.0925490100286747,-0.0165969755015642,-0.0184440288561679,-0.3101033408547923,-0.1290296961989828,0,0,0
50,2000_05_MIN_DET,31,24,55,42.5,-7,1.0,-0.2531755031771165,-0.1373151840347582,-0.0789214847943939,-0.0531347668430028,-0.0119407588213513,0.1157793577295003,-0.1130027942839761,0.0400586046320397,0,0,0
51,2000_05_PIT_JAX,24,13,37,38.5,-11,11.0,-0.149053829417675,0.0656294043735359,-0.1131979103190605,0.0002615619469131,-0.0902099307724639,-0.1235490248739763,-0.1140146733877182,0.1071313048814527,0,0,0
52,2000_05_NYG_TEN,14,28,42,38.0,14,5.0,-0.0908612961791134,-0.0563668291413538,-0.245497150508396,0.0381831980530564,-0.0570121753926847,0.1215748630791787,-0.2297505099881521,0.2431162188590748,1,0,1
53,2000_05_MIA_CIN,31,16,47,33.0,-15,-7.0,-0.0464027851304287,-0.2305806184970054,-0.1646882370599854,0.1561783988723984,-0.2381464094445282,-0.0994987349816738,-0.1878821379455396,-0.0879091739328529,0,0,0
54,2000_05_NE_DEN,28,19,47,41.0,-9,8.5,-0.0471518523546113,0.0842930447833764,-0.2115629341418638,-0.0479521487221266,-0.2185825840854612,-0.1447346066344322,-0.1580878819248824,-0.0466189565335342,0,0,0
55,2000_05_CHI_GB,27,24,51,41.0,-3,5.5,-0.1761607120303816,0.0778006529922211,-0.2161520235250605,0.0021133320280483,-0.1359322216082707,-0.1905327047686816,-0.0073212032257839,0.1005234927503405,0,0,0
56,2000_05_ARI_SF,20,27,47,47.5,7,3.5,0.0651680121783929,0.178055146533672,0.0293175877754546,0.2503830105183228,-0.2061840707268285,-0.0543594090525129,0.0534373216745515,0.1973386385534657,1,0,1
57,2000_05_TB_WAS,17,20,37,36.0,3,1.5,-0.0619080205085565,0.130489250643635,-0.0985205283269674,-0.0897558829254426,-0.1329702515493939,-0.0716614377086935,-0.2354755981833866,-0.2752856021738205,1,0,1
58,2000_05_ATL_PHI,10,38,48,41.5,28,3.0,-0.0995290228082608,-0.1397965803781536,-0.1278071949183979,-0.144168838593266,-0.3706779419585289,-0.0434543862494694,-0.112226411215336,0.2254871726136448,1,0,1
59,2000_05_SEA_KC,17,24,41,38.5,7,4.0,-0.2305423082990423,0.0953441833323701,-0.1493025914841991,-0.0705954725823208,-0.1157813184534686,-0.0462107287740063,-0.0853533098534886,-0.0103231868705015,1,0,1
60,2000_06_NO_CHI,31,10,41,40.0,-21,5.5,-0.1239088750529312,-0.0873346971335616,-0.0432709779049141,0.0675088447584102,-0.1950064621700307,-0.1699274137478193,-0.0904951611901873,-0.0223135145937838,0,0,0
61,2000_06_TEN_CIN,23,14,37,38.0,-9,-10.0,-0.0355215298630024,-0.222234204501684,-0.1466762235999458,0.2028275872426208,-0.0968557118383141,0.0582711353794958,-0.3161968998201257,0.0346302088418454,1,0,0
62,2000_06_GB_DET,24,31,55,43.0,7,3.0,-0.1479597664397925,-0.1549041079381281,-0.0769032268908702,0.0409936115499719,-0.1809516848138681,0.0489794338223866,-0.1893243640827069,0.0697591176801183,1,0,1
63,2000_06_IND_NE,16,24,40,43.5,8,-3.5,-0.2246209528833496,-0.0240985491140789,-0.1650633339120686,-0.0334417671088462,-0.06030103600599,0.2233498591601891,-0.0088693445229966,0.0240061976011462,1,0,1
64,2000_06_PIT_NYJ,20,3,23,37.5,-17,8.0,-0.2149641547877878,0.0809173127766577,-0.1831311814491509,-0.0658093004861851,-0.0720739296436475,-0.1103255238280924,-0.1721485297352588,0.0454534200059003,0,0,0
65,2000_06_WAS_PHI,17,14,31,37.5,-3,-3.5,-0.0733790809774285,-0.0639271097973951,-0.1487215350456897,-0.1929781560946841,-0.0717732684355184,0.0710267094731748,-0.1081486824815905,-0.0944315785469749,1,0,0
66,2000_06_CLE_ARI,21,29,50,40.5,8,4.5,-0.1711239413163935,-0.0351947449502422,0.0443990193969875,0.1716305194282922,-0.2639063100376688,-0.0320364977700221,0.06437904586172,0.0836738619829687,1,0,1
67,2000_06_NYG_ATL,13,6,19,42.0,-7,1.0,-0.3467712473241727,-0.1108502401061931,-0.0837332061709985,0.2339446720523814,-0.1629761371608713,0.1026080863290072,-0.2101540461431106,0.3032636746589141,0,0,0
68,2000_06_SEA_CAR,3,26,29,43.0,23,3.5,-0.131170840780673,0.0795637535106743,-0.0190122806429365,-0.0370137761480315,-0.0838328080754052,-0.0404354016313582,-0.0505113196953345,0.041329094311252,1,0,1
69,2000_06_BAL_JAX,15,10,25,37.5,-5,2.5,-0.2002733274656232,0.0120819262285241,-0.0909902119695032,-0.0093601580056145,-0.0287040802111811,-0.0067969158561311,-0.4268829991103856,-0.1345566707211943,0,0,0
70,2000_06_TB_MIN,23,30,53,39.0,7,1.0,-0.0222499461729444,0.1788199926972761,-0.0335850967592616,-0.0101750187384966,-0.1362722031254269,-0.0796599213029848,-0.2134676246520312,-0.2602333525099186,1,0,1
71,2000_07_CAR_NO,6,24,30,40.5,18,0.0,-0.1450696974255524,-0.0863265937756086,-0.1026187528908905,-0.1141787426301969,-0.1325777174243244,0.1277968639612266,-0.0420535329715425,-0.0621729479620106,1,0,1
72,2000_07_DAL_NYG,14,19,33,40.5,5,4.0,-0.1573989086694813,0.0250293024984889,-0.2648048407938001,0.1892712322780319,0.0695189584771851,-0.0541262749033995,-0.0008743030595198,0.090864457691543,1,0,1
73,2000_07_CIN_PIT,0,15,15,37.0,15,8.5,-0.0828109072084442,-0.0407134689159485,-0.1667343430520445,-0.0933473216873922,-0.0134369812913518,-0.2604034829112337,-0.1514658935242587,0.2012436280449605,1,0,1
74,2000_07_BAL_WAS,3,10,13,34.5,7,3.5,-0.0624053838383939,0.1206782235049211,-0.0844636597825582,-0.1017450963704911,-0.0851719652963073,-0.0728819113561715,-0.4250046481957701,-0.1615830345301582,1,0,1
75,2000_07_PHI_ARI,33,14,47,39.0,-19,-2.5,-0.1466436116974334,-0.0099073282046761,0.0521332681022285,0.1282134322780519,-0.0559973373876475,-0.0768844185673715,-0.1251538099096447,-0.0945369582785164,0,0,0
76,2000_07_CLE_DEN,10,44,54,44.0,34,12.5,-0.0963299338502252,0.0722734359092735,-0.2229177492718229,-0.0269847477914652,-0.1994511572195882,-0.037851607975653,0.0454496898967279,0.0870153322614035,1,0,1
77,2000_07_NYJ_NE,34,17,51,37.0,-17,3.0,-0.2010772822858199,0.0556909609613166,-0.1268024683111923,-0.0187164852298436,-0.2016484787642208,-0.064428179118267,-0.1733728914513825,-0.0044125749958889,0,0,0
78,2000_07_IND_SEA,37,24,61,44.0,-13,-5.5,-0.0948569419526247,-0.064842036006323,-0.0667232268474481,0.0963453423747542,-0.0413211123996389,0.190814012276897,-0.0250336063512228,0.0949422856953907,0,0,0
79,2000_07_SF_GB,28,31,59,49.5,3,4.5,-0.1625323842328771,-0.0050536163218191,-0.2320936529884268,0.0609068723918191,-0.0186578291090406,0.2173798917511203,0.0424577835494024,0.1992370444322439,0,0,1
80,2000_07_MIN_CHI,28,16,44,44.0,-12,-6.0,-0.1298498595808816,-0.1669831345440477,-0.0213962102550044,0.107183288831368,-0.0514886552142573,0.1942104575743146,-0.0631821887501675,0.0203511639139199,0,99,0
81,2000_07_JAX_TEN,13,27,40,38.0,14,6.0,-0.1107247321814083,0.0831584890070818,-0.2429214882692339,-0.0502396651758223,-0.2399457889641799,-0.041641462935679,-0.1356601724622328,-0.0745297518738314,1,0,1
82,2000_08_DET_TB,28,14,42,37.5,-14,8.0,-0.1469927799614394,-0.0364523577609448,-0.2076025822290501,-0.1643911788753934,-0.1982300628943609,-0.1224804758530294,-0.0776318675580523,-0.0114529193067446,0,0,0
83,2000_08_NE_IND,23,30,53,47.0,7,8.5,0.0161464028834302,0.2419865528810411,-0.0583686073926249,0.0852986267402284,-0.1350842574516528,-0.0608589786843236,-0.087955746439995,-0.041494464871905,0,0,1
84,2000_08_NO_ATL,21,19,40,40.0,-2,-1.5,-0.2976836337888144,-0.1179870130006179,-0.007095489208207,0.1639011636675125,-0.1294454401482413,-0.0578859902933333,-0.1831815007002313,-0.1662296304884075,0,99,0
85,2000_08_TEN_BAL,14,6,20,35.0,-8,1.0,-0.0746499149177045,-0.1286573554478212,-0.3549655104775249,-0.1444508678394554,-0.1090778791666263,0.1779570676945657,-0.2132417554978239,-0.0770118427576043,0,0,0
86,2000_08_SF_CAR,16,34,50,50.0,18,3.0,-0.2076266776504352,0.0312116567149283,-0.0453888511429959,-0.0381776941255191,-0.0153443762724287,0.2551427136307085,0.0746857352182144,0.2176072753724303,1,99,1
87,2000_08_DEN_CIN,21,31,52,43.0,10,-10.0,-0.0439276953803278,-0.2970562622116536,-0.1554687664275167,0.1214193635623576,-0.076803066712722,0.1319903575092205,-0.200079587958606,-0.0667781928692457,1,0,1
88,2000_08_ARI_DAL,7,48,55,41.5,41,7.0,0.0441056462015611,-0.0851768660467052,-0.0132479204849443,0.0849625361428347,-0.1334540285726545,-0.0117808875010763,0.0915958913000927,0.1536516430568056,1,0,1
89,2000_08_BUF_MIN,27,31,58,44.5,4,6.5,-0.0132393010599532,0.2120993885863827,-0.0515597653358686,0.0109404942414718,-0.1718960219954616,0.0217269592107364,-0.1831064993388122,-0.067721250451588,0,0,1
90,2000_08_CHI_PHI,9,13,22,41.0,4,6.5,0.0032342686859168,-0.0138394112243762,-0.1159398249301368,-0.0808653253388312,-0.1059637397557527,-0.1420096249660952,0.0113966164392658,0.1410860391324412,0,0,1
91,2000_08_CLE_PIT,0,22,22,37.5,22,9.0,-0.0994493640502761,-0.076006820609206,-0.1690114955916975,-0.160745896171425,-0.180922302375775,-0.0756495084600989,0.0389407420133542,0.1440251138906166,1,0,1
92,2000_08_WAS_JAX,35,16,51,36.0,-19,-4.0,-0.2107747072024615,-0.0700198453259207,-0.1294473654451508,0.0492456186137078,-0.0591189086523584,0.0860534843907057,-0.0741292077156002,-0.1519304682386837,0,0,0
93,2000_08_MIA_NYJ,37,40,77,35.0,3,3.0,-0.14894025643033,-0.0788438801668196,-0.1123317795977752,-0.1101602759662227,-0.2067935408264506,-0.0062831758047972,-0.1511100366135622,-0.1058312476760542,99,0,1
94,2000_09_CAR_ATL,12,13,25,45.5,1,-3.0,-0.2434144543428104,-0.0890666817248858,0.0193531107519586,0.1416100974604651,-0.2034636909990361,0.0935402328020059,-0.0484803213639891,-0.0021073607137675,1,0,1
95,2000_09_PIT_BAL,9,6,15,33.0,-3,4.5,-0.0937019585687942,-0.1605903493292151,-0.3319669274067852,-0.1828989812440092,-0.0823694166680045,-0.1092922741763689,-0.1939519119591474,-0.249874638845912,0,0,0
96,2000_09_NYJ_BUF,20,23,43,41.0,3,3.5,-0.1484029579925709,0.0726069878178323,-0.1571152293469127,-0.0164577223772813,-0.1869281899411397,-0.036738208782463,-0.0682895820029112,-0.0541261657076952,0,0,1
97,2000_09_CIN_CLE,12,3,15,35.5,-9,-3.0,-0.2036341865817718,-0.1802149342962659,0.0306224307122418,0.0704676190427419,0.0650219580617218,-0.3108430254508538,-0.1039364671871423,0.1312285655754224,0,0,0
98,2000_09_DET_IND,18,30,48,47.0,12,7.0,0.0256109428629514,0.3283658775006748,-0.0399052678541951,0.1056280799547051,-0.1151239247488758,-0.1341065002097812,-0.1571230176677698,-0.1028507071942732,1,0,1
99,2000_09_GB_MIA,20,28,48,38.5,8,4.5,-0.1455161609274116,0.0306083250136424,-0.1886313213260077,-0.0588551141986068,-0.0926608985467686,0.0508316941010053,-0.1895857412973453,0.1274037427907341,1,0,1
100,2000_09_MIN_TB,13,41,54,41.0,28,3.0,-0.2136709124398984,-0.1231390012177736,-0.1229041669022428,-0.1683290157172335,-0.0184245942084389,0.2119782293866465,-0.0501693414496899,0.063627186846622,1,0,1
101,2000_09_NO_ARI,21,10,31,41.0,-11,-6.0,-0.1654469242828041,-0.0711477464373461,0.1161021438091965,0.2344058501257122,-0.080480935201337,-0.0394895111509528,-0.1498403715842405,-0.1283976612237834,0,0,0
102,2000_09_PHI_NYG,7,24,31,37.0,17,3.5,-0.141029004493028,0.0312170725230657,-0.2288243338106592,0.113524144515236,-0.0420423440005254,-0.0271532464663364,-0.0703473003857729,-0.1133267192622493,1,0,1
103,2000_09_JAX_DAL,23,17,40,44.5,-6,4.0,0.0772725231823365,0.0392087201663063,-0.0672168662639569,0.0079700640736859,-0.132109658738961,-0.1041470028759983,-0.0700771620405344,0.112715009736285,0,0,0
104,2000_09_KC_SEA,24,19,43,43.0,-5,-4.0,-0.1392995856194813,-0.0853233187978682,0.0537940711291995,0.1936389903193274,-0.1120738364532765,0.2089402604768827,-0.1010075028686325,0.0513830817485419,0,99,0
105,2000_09_TEN_WAS,27,21,48,37.5,-6,4.0,-0.0126053960845157,0.1427940580155439,-0.0204442174142623,-0.171083608114242,-0.131111508108582,0.0808391184532442,-0.206878481724688,-0.1182015562654103,0,0,0
106,2000_10_TB_ATL,27,14,41,40.0,-13,-7.0,-0.2105635177490847,-0.1269982180975095,-0.0209089322584608,0.0701279085913165,-0.1629939118030184,0.0413470721427848,-0.0688545540238754,-0.1620660418020962,0,0,0
107,2000_10_IND_CHI,24,27,51,45.0,3,-7.0,-0.0621998578415972,-0.1632631080769886,-0.0353761760414995,0.0993739616868007,-0.0512462044323836,0.3221162037874157,-0.0238664448373916,0.0031311513922355,1,0,1
108,2000_10_BAL_CIN,27,7,34,32.5,-20,-6.0,0.0295565705849823,-0.3335313266392699,-0.1407380467490591,0.0293222205637476,-0.0924328954692335,-0.1741449383705095,-0.2907672793347586,-0.1662359451117461,0,0,0
109,2000_10_NYG_CLE,24,3,27,33.5,-21,-10.0,-0.2221334510035962,-0.2249664360908392,0.0015057890918692,-0.0219786938067303,-0.1178846539319656,0.037326088197597,-0.1784013023763507,0.0180246292752261,0,0,0
110,2000_10_MIA_DET,23,8,31,39.0,-15,2.5,-0.0853177611212046,-0.1927245859746567,-0.2005341985013293,-0.0301744090324579,-0.1419692750304516,0.0653075486055594,-0.1078223316503073,-0.072852014440288,0,0,0
111,2000_10_BUF_NE,16,13,29,39.0,-3,2.0,-0.102558737644123,-0.0137384522846675,-0.0594090089028649,0.0968476753067778,-0.1215202220876875,0.0578209744969201,-0.1935325376585078,0.007497930588497,0,0,0
112,2000_10_SF_NO,15,31,46,48.0,16,5.5,-0.0617120752796443,-0.0265064376196159,-0.0937185802701109,-0.1403059147465839,-0.002121997681221,0.1871820870193662,0.0304338175755255,0.263461984083191,1,0,1
113,2000_10_DAL_PHI,13,16,29,40.0,3,3.0,-0.0258809329184982,-0.0967628944505959,-0.0601741933737473,-0.0807707742340331,0.0318877611369965,0.0824560710852574,-0.0597494486185538,0.1210508113154699,99,0,1
114,2000_10_PIT_TEN,7,9,16,36.5,2,8.0,-0.1212691026656789,0.0735242571332391,-0.2243215191869962,-0.0913106566813556,-0.0869216482714638,-0.1061215408923976,-0.1743067689403094,-0.2470631829743856,0,0,1
115,2000_10_WAS_ARI,15,16,31,40.0,1,-10.0,-0.1064644108440813,-0.0935500597966734,0.0988368087162631,0.1971831841217761,-0.0655423139325892,0.1220415724350761,-0.0308048110042438,-0.1323961921140853,1,0,1
116,2000_10_DEN_NYJ,30,23,53,45.5,-7,3.0,-0.2178807042255837,-0.0090650893602933,-0.0560918384596377,-0.0456816589251314,-0.0397838932134132,0.1398440714880008,-0.0627045521126076,-0.1227505177591663,0,0,0
117,2000_10_MIN_GB,20,26,46,47.5,6,-3.5,-0.0293235829814927,0.0167081359886135,-0.1779555203396669,0.144411621052041,0.0165251887271203,0.1487175297240806,-0.0293819366522476,0.1939706776992026,1,0,1
118,2000_11_CHI_BUF,3,20,23,39.5,17,7.0,-0.1271161584138242,0.0497646457780636,-0.1778847060161595,-0.0906027490812318,-0.0690862852181868,-0.0733775739747779,0.0110882528506251,0.0963145161155233,1,0,1
